datetime,machineID,volt,rotate,pressure,vibration,voltmean3h,voltstd3h,rotatemean3h,rotatestd3h,pressuremean3h,pressurestd3h,vibrationmean3h,vibrationstd3h,voltmean24h,voltstd24h,rotatemean24h,rotatestd24h,pressuremean24h,pressurestd24h,vibrationmean24h,vibrationstd24h,error_count,model,age,label
2015-09-21 14:00:00,39,204.897710667008,481.239810330733,97.6354006047664,46.4327299401351,199.46487719095705,5.3794212200231,450.2353583120719,26.93256865414323,90.85273179813024,13.78488357994251,41.522488196960296,4.560692866702478,196.89590806793464,16.78935450187631,454.80589270885815,40.28682856572813,99.97501949257575,10.687402970563676,39.731435873566674,5.381319197615148,0,model4,0,0
2015-01-17 11:00:00,13,176.183733475858,520.070835071611,98.7938844244968,38.8555524360909,162.06883188459366,20.74638328297509,484.7048364285779,34.70980473185123,106.76342617373656,13.184750162930962,37.569676402538,5.11198771121024,165.82441053046804,13.964018652151966,440.7550194460475,37.84438301225735,96.99305003220358,9.741502648736091,39.4158797834497,5.632268711836529,0,model1,15,0
2015-12-14 20:00:00,61,182.609927985052,405.128742765586,94.3792236187555,40.0310700081467,186.2300894291383,10.87243791061857,437.9351185411068,77.09696547226581,101.85488636254652,7.104627934790517,40.87703988268172,0.8461450808232791,196.9983909477097,13.939088704070182,448.3186426213175,51.95481446391715,97.31984100032844,9.32035658480645,40.74201098143735,5.209088811431784,0,model4,2,0
2015-05-08 07:00:00,25,181.270298081404,384.628060602762,95.0512088334234,52.0986970724794,172.20650732222734,10.290929308028767,426.9356405752806,37.344930330792685,104.35439561339643,10.792852870101036,41.62993686433151,11.808029163095163,173.13739492669728,12.996953276645224,445.78269572709456,38.58967453531651,101.96704695985083,9.613381351896487,40.15598778510807,6.079685523115975,0,model4,16,0
2015-12-15 08:00:00,64,173.15725003108,371.393288002241,108.837114842255,37.055617750088,174.059944172755,13.81679747572106,391.1388001355708,77.898557506601,100.9698399635788,7.19773891468308,38.04570680447403,1.5204949852516023,173.00185856076732,13.68483346799526,437.7340047414873,44.55873636161085,97.34669114773574,8.370146560976865,39.70601864620611,4.020919084152731,1,model3,20,0
2015-03-27 00:00:00,2,142.613829849859,413.800943399872,103.3509552981,47.0128853881202,148.12059196729567,19.8610557036682,445.5772826349301,65.46298588485621,90.55297749188104,11.15244898353188,41.3954159740994,5.707095180047841,166.7840853362243,15.814792902033036,444.33790213926153,62.941307917181305,100.25975519687972,9.93252764782599,40.27486297231851,4.381008500628994,1,model4,7,0
2015-09-05 14:00:00,55,164.585495927378,510.286528961051,96.3673864997154,34.5991455652932,168.837410109209,7.656069142416061,475.6763934154351,35.04022035154293,94.67745931151492,6.934394776415039,41.44135857972597,6.933398209522204,169.2172916970621,14.194307817940835,446.7870945201767,45.041530588649096,100.01627293497064,8.19063845377301,40.10808396851935,5.27364969761,0,model3,17,0
2015-04-26 22:00:00,61,160.887838014776,480.05895777597,93.5800000750339,40.3810080877516,163.855745189606,9.993968882406444,483.76498795452966,58.016398999952,99.3216897839142,8.92131381040527,35.73653329783219,5.142317817275746,170.0371194791946,14.777059579634312,463.6028642399114,43.0510117403109,97.09181111791824,11.887310099855226,38.87238720244782,5.343346750912415,1,model4,2,0
2015-04-15 20:00:00,26,198.498891951282,550.382922858561,111.26244075015,35.9241300875288,178.85373678045198,19.323210272516445,467.16517011219065,74.21845362023494,100.84104784132305,15.032663955613266,38.86509129523483,2.750588047143231,172.05181510191733,13.988147294567112,448.36097445035176,43.56033247813789,99.68269308913229,10.166936567720512,40.30256531080734,4.781735978952504,1,model3,3,0
2015-05-09 09:00:00,42,157.169761537444,478.929699808872,110.43757711397,32.3095739964788,171.15128758628163,23.034367931676904,463.4907548850185,51.02255906706549,93.11599933856024,15.134346651097264,39.1337105229736,6.189818213848028,164.8015073439412,15.739366110193934,466.7642771521683,51.89314665697412,98.51435624288534,8.512448970417667,40.0621221231443,4.683562072541119,0,model1,7,0
2015-03-11 19:00:00,20,161.260711793764,422.723412881291,94.8067546366639,36.9546257303532,164.107835626457,2.724827259824669,377.562511143725,58.44576565150649,92.104656405674,7.636936891145701,39.62815153791403,2.340518908151075,173.7580636582279,19.80367183878445,462.3784986687274,62.2736205498031,99.6530799747341,10.887910772394005,39.36805872382099,4.43062523869231,0,model2,16,0
2015-04-27 00:00:00,61,185.611492674325,362.71295352338,88.4605852570827,42.6869808455237,169.19563248391134,14.216902694911838,432.0612447832673,61.51753061339172,94.9088488470092,7.2051862943843,41.48413103334509,1.1562165350119262,169.60919386551487,14.25403717708773,458.81540551455697,46.96197893766399,98.47259390993138,10.519989196308089,39.3344521730033,5.228502809813789,1,model4,2,0
2015-05-03 21:00:00,43,172.546209155395,528.569633320762,86.4180377124732,40.3301372292652,175.58326491659466,3.4727197652956936,447.0671888970955,79.77759261967522,91.6234018162689,5.21062038429044,42.402084018061046,1.8351453274592155,167.6306723167654,11.546120150278998,472.2190083823039,50.39719308092677,99.25403150673434,8.005302309359008,42.07504824933563,4.805948206880777,0,model3,14,0
2015-11-07 20:00:00,39,150.275068913954,434.971523979302,90.1399485201636,34.7812965908951,163.05759902882065,21.88344719604723,464.55484014694,38.04110552601033,98.07637175805748,11.499326067700332,39.07257591870817,3.71636032061728,171.1428785185933,18.7918509093548,464.7276078078715,43.23081220995776,100.60622021590244,11.38055467099383,40.1661577292491,4.8839009992472215,0,model4,0,0
2015-09-09 08:00:00,16,153.954366730632,409.524574826656,90.2349460652401,34.8748768805152,155.7115985088873,11.538799593632929,431.3841536485445,31.07190855617366,98.46955234370311,9.404493999987702,39.5389710292182,4.045626459181037,167.4889337900323,14.824392077305662,439.634380617468,54.13093028829928,100.45391584582684,11.22078243173531,40.30686262880182,6.3912084338524044,0,model1,3,0
2015-08-14 09:00:00,60,152.443343636236,508.866025003388,92.4273483572706,35.8857147024676,163.521650401502,9.610184660908663,444.78637725635,55.97238792067698,102.60040049153643,12.35041949909726,35.76109500121816,0.5140710299889762,173.1786940481115,14.957728982891023,457.9929352432628,51.92033120417937,102.59711749796676,8.537836706804965,40.41394802572509,4.185519249086916,0,model4,3,0
2015-08-23 03:00:00,76,156.419844818578,437.512176358305,102.326127443162,46.35352125993,175.76062875714695,17.103737384583184,446.7429914197737,20.1165246761528,113.31436772451464,14.53209020819974,38.44770007840676,7.14061732009908,169.6973896290328,14.612222307951091,448.9407304259309,32.8265474204457,100.80259666941647,12.366018548695758,40.06773864908997,4.189365885706644,0,model2,10,0
2015-05-17 13:00:00,73,171.18086729708,411.414037505154,101.329438361106,41.4059284843831,173.36164670436835,4.728964901988042,412.7793259505858,19.577486681949264,94.52050556754584,10.15899012013198,47.72793313043985,6.927170032157878,185.95377329661488,17.37383266988176,454.8478606180674,41.610721235775365,101.42690768196188,9.419576063805348,49.26145880829954,4.875163789054944,0,model2,20,0
2015-11-15 15:00:00,11,148.618557081259,489.998636591237,120.940915761486,42.7896420532537,166.604216852538,21.19379875670398,460.1302618880258,31.247198852394355,105.77432983619612,13.144281575657216,43.65199923360953,0.7469314746318632,174.1772081456824,16.592575360416447,444.3541686642722,30.031959728703526,101.19155024170792,9.568344747252816,38.67921238281523,6.082613268777327,0,model2,6,0
2015-08-10 01:00:00,97,156.391467285429,506.775321552887,84.6032481989527,45.5278855387432,167.172501064081,15.99171386198017,493.4331305295934,30.295560919528484,97.35687295728884,11.792579289477668,40.5223346944505,6.253720204167018,170.09910683126466,13.804248361560123,453.616608627663,52.90797581343208,96.18102601394236,11.125283999524708,40.16254467104217,3.8128935685263103,0,model2,14,0
2015-11-26 07:00:00,20,172.447573386874,565.424314340681,98.0266526167891,41.3097638274592,179.80173053043066,20.092452717962928,469.0713632407134,86.06459212179631,102.12214306635929,3.5881589619590115,40.39651688535992,6.077719920164305,166.37064885107802,15.179678458144494,447.66879254723307,50.618114895747546,101.2889090115877,12.208074579408384,39.49717311400189,4.729987669840671,0,model2,16,0
2015-01-21 14:00:00,68,174.037417599953,423.135105757584,86.0961330669557,41.9197392811512,179.32217966255166,9.752903130997144,439.8801664477048,63.825856676649,91.66101576673869,10.469024853956942,44.7777141566284,3.996833245570255,167.59155943125322,13.829969265561004,433.7161902690553,46.42208663487734,100.26779844811972,10.931968299215049,41.23803447976776,7.108573022062443,0,model3,10,0
2015-07-19 22:00:00,69,153.28083325726,399.157144319187,105.97970844868,38.0268563235394,159.35167269037103,9.68735418761881,431.2172513272199,27.922562223057128,90.66397209934284,13.791816269511909,41.25522956657977,4.845029969571439,168.77504534417892,12.07239714095873,438.86069849360166,44.78202005243418,99.4580493672538,10.870666734589095,39.192692469429616,5.022848519398864,0,model2,19,0
2015-04-26 17:00:00,94,165.713606705228,464.192195705175,85.2931140058949,50.1424105891766,162.58712771436433,5.958547188647874,465.4273045145762,16.117844908337855,93.81718612062774,15.535769329682893,41.03213936933127,8.034963151636866,163.96607029048192,13.702755706115198,453.7794761604959,51.06205185777159,99.47041652130598,7.386379071711104,40.20970252042364,4.341461986831455,0,model2,18,0
2015-03-28 07:00:00,48,186.963092125703,478.546335497403,94.9170269406865,44.6717730238507,175.355013329004,10.206883999316595,452.5521126878325,29.414262038169177,98.14340256786424,4.416443119780699,44.50161182827741,1.70436258174011,173.47918818717224,12.51946524166936,446.6261034308902,48.50120848222511,100.96236296440053,7.294436034297383,39.99479012391766,4.282465471467693,0,model4,10,0
2015-08-01 11:00:00,26,173.75204247946,252.79381872518,96.1480601271611,49.3733043198779,166.44932802578066,6.748229355149134,356.6121887396296,93.88534346364727,98.32973016905125,11.15708885309759,40.27633343479189,8.505407713638439,169.53045232999236,17.021240182373415,359.24650272976174,63.46636144743715,100.23007969620154,10.69695810508806,39.70064091071435,5.3608134854172045,0,model3,3,0
2015-02-28 09:00:00,100,181.579909369411,429.064423283115,120.797182486868,37.2752818978679,210.86412960477733,25.39172298149484,449.0998424087828,17.574077373029645,101.486988326789,16.72366065107925,40.86495379612476,3.716235053879281,210.83491497001845,17.92336285833946,439.2384295081204,34.39156434125705,98.7153193118898,10.489535470323691,38.89523678186593,4.717318045656553,0,model4,5,0
2015-07-25 05:00:00,2,177.521739205902,379.959230913154,103.639645048169,36.5861448666004,171.50065302863536,17.039958222455297,424.2112810813828,48.465587018162914,109.5890453208387,7.921209326984637,40.23751912527995,3.2905744506321035,170.49097814390151,11.786065596031897,454.5020698661879,57.4901629643716,106.33947397864364,9.23900779472888,39.73098216120391,4.098697062022468,0,model4,7,0
2015-10-20 02:00:00,6,147.505558924746,330.30739337416,89.9264139527516,28.9073314012196,161.62323586542365,22.618208219659863,385.7349878152978,48.14059504936076,97.2745085990122,6.390751693666764,35.63888699751948,6.554989410034188,168.30151473940415,14.7307956699409,450.6446436671092,48.587995304754415,101.66164150842204,8.659182939547728,39.24994327672464,5.433929987559106,0,model3,7,0
2015-08-08 17:00:00,73,168.385235221195,391.392280100737,117.130653596345,43.2107510807584,168.171162649313,4.288251042809686,320.8304894564783,61.82150915521136,103.06729268517364,14.51542641706518,40.10358377727055,3.3227535135696136,174.80487147422153,17.390111585769045,367.5272102414692,45.36012161137941,99.23893072105976,11.674825392019605,39.99223516163226,5.243969191535292,0,model2,20,0
2015-08-16 07:00:00,67,188.34743486902,390.595499780223,104.881962664454,36.7191173458761,173.946632635449,15.064217120952843,396.42858621204783,23.48905629664056,101.69029124462044,8.047035573539183,36.503797630745176,4.815545274669339,171.2401543515252,14.51966444876328,437.3784504537753,47.85552177283645,98.00348844387862,11.207470749163123,40.55013072720068,5.537984107307241,0,model4,14,0
2015-08-05 05:00:00,69,199.869143277808,392.474737131398,100.660105011485,37.7183108139856,187.7583711827237,11.922492382632027,412.8160831658133,28.12598661131953,95.23561253558006,14.130039284715,42.74484893703368,4.766955921555596,173.40584448981667,17.429991938063203,444.76611935915815,43.575332685237946,100.21474358000314,9.349361611713276,40.61036046446545,4.525700018857725,0,model2,19,0
2015-09-14 05:00:00,46,171.588216329899,429.097734280454,97.4021821580438,35.2577604619504,172.82096117573732,7.995245105438706,420.5039217482872,10.756544507106687,100.95199866691216,4.24903339611954,37.04988239003839,6.214500625434518,163.59671342005348,14.260435020025543,468.8969405828576,41.17653341820314,100.11435365232046,9.246169445552937,37.88834980577777,4.574923901182,0,model4,10,0
2015-09-18 16:00:00,3,177.745808810295,513.335285909432,88.644717651716,40.3252369537263,178.84821336507298,8.617663032709164,494.8805984254088,17.350061274696056,101.02704409826002,11.284143181694825,34.50168949753557,7.494590671973717,169.0672969106234,17.553062481988608,461.93539793482336,40.30578631578936,101.95134930383364,7.7413664144768735,40.16295622789019,6.3073708701329005,1,model3,8,0
2015-04-18 11:00:00,57,162.962571631407,373.818908158222,101.661865292118,42.9245815990503,182.191668122187,16.98148893891751,425.53624306062056,44.83144509368491,101.754392624981,0.4985853646139359,43.95565675577986,3.9128701550672353,169.71194086787705,14.512859458485526,455.1529813229321,49.47163118164582,102.0871913474043,9.470091843486522,40.04976360653486,5.84099203452986,0,model4,10,0
2015-11-25 20:00:00,100,207.422091441766,472.658341856608,95.1648751256628,44.9984447596755,170.444744171795,33.42362744365824,424.1054884715617,58.02836971118898,98.73180195803006,4.870225609897172,43.787649927616464,1.6776293270592053,179.18130827522597,17.818829483957785,434.6617089240872,44.54104020896754,99.10557514633548,7.347672660411235,41.388807440673496,4.717247194635911,0,model4,5,0
2015-06-09 19:00:00,37,148.990986624736,414.8059319047,101.821970594194,33.4661339317197,160.733047647174,23.05690710300029,467.97288141973166,48.56986586184723,101.60650064039248,1.695537193616826,37.50260581847639,4.6148467063025125,167.75161297993793,14.172719880083656,441.9087965223302,41.48511830881158,103.4585345355984,10.26535001860908,40.90957158386399,4.73949931468717,0,model1,16,0
